par chr ind mid sexind
M 3 463 189331148.5 463M
F 4 463 13459223.5 463F
F 4 463 180156333 463F
M 4 463 21879097 463M
M 4 463 55275630 463M
M 4 463 82592474 463M
M 4 463 122444548 463M
M 4 463 170448691.5 463M
F 5 463 144660363.5 463F
M 5 463 56776039.5 463M
M 5 463 123538240 463M
M 5 463 151198422 463M
F 6 463 10328036 463F
F 6 463 159355442.5 463F
F 6 463 169161514.5 463F
M 6 463 6099672.5 463M
M 6 463 33989462 463M
M 6 463 68439205.5 463M
M 6 463 137553534 463M
M 6 463 167552441 463M
F 7 463 30081496.5 463F
F 7 463 127934836 463F
M 7 463 2674392 463M
F 8 463 20545035.5 463F
F 8 463 103700127 463F
M 8 463 101937881.5 463M
M 8 463 132310448.5 463M
F 9 463 30097770 463F
F 9 463 73675337.5 463F
M 9 463 19413296.5 463M
M 9 463 33627966 463M
M 9 463 131240459.5 463M
F 10 463 4734089 463F
M 10 463 12619391.5 463M
M 10 463 54041263.5 463M
M 10 463 129957636 463M
F 11 463 21976777 463F
M 11 463 5488318.5 463M
F 12 463 4361134.5 463F
F 12 463 128473155 463F
M 12 463 12415959 463M
M 12 463 29456870 463M
M 12 463 88235393.5 463M
M 12 463 116715463.5 463M
F 13 463 99313245 463F
M 13 463 36125841.5 463M
F 14 463 19985559 463F
F 14 463 99142478 463F
M 14 463 24099504.5 463M
M 14 463 61294928 463M
M 15 463 64032360 463M
F 16 463 16701969 463F
M 16 463 11686526.5 463M
M 17 463 9832354 463M
M 17 463 33933009 463M
M 17 463 44596020.5 463M
M 17 463 76146437 463M
F 18 463 883077 463F
F 18 463 60677966.5 463F
M 18 463 34665888.5 463M
M 19 463 51280385.5 463M
M 20 463 17130077 463M
F 22 463 23350700.5 463F
M 22 463 32448267.5 463M
F 1 464 3917062.5 464F
F 1 464 151518972.5 464F
F 1 464 230060215 464F
F 1 464 245034160 464F
M 1 464 25585381 464M
M 1 464 56647365 464M
M 1 464 167349409 464M
F 2 464 7810679 464F
F 2 464 236762084.5 464F
M 2 464 114026778.5 464M
M 2 464 143640988 464M
F 3 464 11830685.5 464F
F 3 464 180870445.5 464F
M 3 464 26736192.5 464M
M 3 464 108146814.5 464M
M 3 464 191002049.5 464M
F 4 464 2441137 464F
F 4 464 146395372 464F
M 4 464 20616311.5 464M
M 4 464 41504559.5 464M
M 4 464 109235938 464M
M 4 464 143301891 464M
M 4 464 185074010 464M
F 5 464 3507538.5 464F
F 5 464 79057260 464F
M 5 464 34546917 464M
M 5 464 55337394.5 464M
F 6 464 2313840.5 464F
F 6 464 42148004 464F
M 6 464 10848270 464M
M 6 464 108433105 464M
M 6 464 124625865.5 464M
M 6 464 163553033 464M
F 7 464 28630494.5 464F
F 7 464 125193397 464F
F 7 464 154877954.5 464F
M 7 464 41328603.5 464M
M 7 464 124664760 464M
F 8 464 3027856.5 464F
F 8 464 139296974.5 464F
M 8 464 57572098 464M
M 8 464 130695172.5 464M
F 9 464 120851588 464F
M 9 464 136387257 464M
F 10 464 65556260 464F
F 10 464 129170787 464F
M 10 464 37080466 464M
M 10 464 63485031 464M
M 10 464 85953043 464M
F 11 464 106539148 464F
M 11 464 42431893.5 464M
M 11 464 107184956.5 464M
F 12 464 19950169 464F
F 12 464 93675123 464F
F 12 464 126300530 464F
M 12 464 20111516.5 464M
M 12 464 41576799 464M
F 13 464 70887972 464F
M 13 464 78280239 464M
F 14 464 40520457.5 464F
M 14 464 25348814.5 464M
M 14 464 51137616.5 464M
F 15 464 27498631 464F
F 15 464 99259147 464F
M 15 464 77288651 464M
F 16 464 80929009.5 464F
M 16 464 26865953.5 464M
M 16 464 82327572 464M
F 17 464 11265410.5 464F
F 17 464 66519912 464F
M 17 464 29252501 464M
M 17 464 69516292 464M
F 18 464 72350090.5 464F
M 18 464 6316367 464M
F 19 464 58231833 464F
M 19 464 8164693.5 464M
M 20 464 9700515.5 464M
M 20 464 44467906.5 464M
M 21 464 16638035 464M
M 21 464 42230375 464M
F 22 464 25060464.5 464F
F 1 465 75579701.5 465F
M 1 465 25693380.5 465M
M 1 465 57941544.5 465M
M 1 465 230270359.5 465M
F 2 465 240303458 465F
M 2 465 26657474 465M
M 2 465 129568293.5 465M
M 2 465 208046974 465M
F 3 465 198728322.5 465F
M 3 465 18861496 465M
M 3 465 72670825.5 465M
M 3 465 134829010.5 465M
F 4 465 81104160.5 465F
F 4 465 163841684 465F
M 4 465 41709045 465M
M 4 465 131147038.5 465M
F 5 465 179659414 465F
M 5 465 2346753.5 465M
M 5 465 31993285 465M
M 5 465 116028669 465M
F 6 465 6680127 465F
F 6 465 170378131 465F
M 6 465 16520317.5 465M
M 6 465 38198188 465M
M 6 465 79880856.5 465M
M 6 465 159775714.5 465M
M 7 465 105393362 465M
M 7 465 149082430.5 465M
F 8 465 29541805 465F
F 8 465 70598578 465F
F 8 465 145382864 465F
M 8 465 99382648.5 465M
F 9 465 9858959.5 465F
F 9 465 139481792.5 465F
M 9 465 27345835 465M
M 9 465 90834948 465M
F 10 465 65061547.5 465F
M 10 465 18076205.5 465M
M 10 465 72945366 465M
M 10 465 130368487 465M
F 11 465 134163886 465F
M 11 465 18855432 465M
M 11 465 76160677.5 465M
F 12 465 19278356.5 465F
F 12 465 128828458.5 465F
M 12 465 13458748 465M
M 12 465 43132806 465M
M 12 465 76517243.5 465M
M 12 465 127533685.5 465M
M 13 465 97099339 465M
F 14 465 29619987.5 465F
F 14 465 97264847 465F
M 14 465 22700910.5 465M
M 14 465 50458725.5 465M
M 14 465 74868267.5 465M
F 15 465 22673979 465F
F 15 465 92294747 465F
M 15 465 37255113 465M
F 16 465 26897904 465F
M 16 465 27779316 465M
M 16 465 46976009.5 465M
F 17 465 75267759 465F
M 17 465 5744493 465M
F 18 465 5537407 465F
F 18 465 72147625 465F
M 18 465 2897595 465M
M 18 465 57214776 465M
M 19 465 17263330 465M
M 19 465 38013387.5 465M
M 19 465 56157581 465M
F 20 465 2194221.5 465F
F 20 465 49926108.5 465F
M 20 465 16670522 465M
M 21 465 16616289.5 465M
M 21 465 41949389.5 465M
F 22 465 45878249 465F
M 22 465 21900388 465M
F 1 466 18383531.5 466F
F 1 466 219573084 466F
M 1 466 11083099 466M
M 1 466 108361938.5 466M
M 1 466 179434807.5 466M
F 2 466 74948393.5 466F
F 2 466 225687173 466F
F 3 466 126314126.5 466F
F 3 466 177604984 466F
F 3 466 193953968 466F
M 3 466 190783977.5 466M
F 4 466 1611816 466F
F 4 466 20078365.5 466F
F 4 466 94517477.5 466F
M 4 466 99850569.5 466M
M 4 466 155955878 466M
F 5 466 17480997 466F
F 5 466 128577955 466F
M 5 466 31943408.5 466M
M 6 466 88181941 466M
M 6 466 148766460.5 466M
F 7 466 157465587 466F
M 7 466 20905826.5 466M
M 7 466 135191459 466M
F 8 466 12763167.5 466F
M 8 466 28161020 466M
M 8 466 71061417.5 466M
F 9 466 1275764.5 466F
F 9 466 135837374 466F
M 9 466 33573858.5 466M
M 9 466 124120923 466M
F 10 466 79650429.5 466F
F 10 466 131610855.5 466F
M 10 466 34328602.5 466M
M 10 466 71577798.5 466M
M 10 466 122163529 466M
M 11 466 109040375 466M
F 12 466 22458672 466F
F 12 466 106881079 466F
M 12 466 44770971 466M
M 12 466 103403220 466M
F 13 466 91365295 466F
M 13 466 45056221.5 466M
F 14 466 40107815 466F
M 14 466 33307628.5 466M
F 15 466 21671327.5 466F
F 15 466 51556263.5 466F
M 15 466 89841882.5 466M
F 16 466 17517674 466F
F 16 466 87644631.5 466F
M 16 466 21732712.5 466M
M 16 466 80565665.5 466M
F 17 466 11419561.5 466F
F 17 466 75306253.5 466F
F 19 466 54341405 466F
M 19 466 35159416.5 466M
M 19 466 59030778.5 466M
F 20 466 7252941 466F
F 20 466 59877109 466F
M 20 466 31283125.5 466M
F 21 466 44140841.5 466F
F 22 466 44723392 466F
F 1 467 5545812 467F
F 1 467 192443154 467F
F 1 467 234727876 467F
M 1 467 11639041.5 467M
M 1 467 105164538.5 467M
M 1 467 158193877 467M
F 2 467 33542017.5 467F
F 2 467 166364049 467F
M 2 467 23004212 467M
M 2 467 188343787 467M
M 2 467 221939400.5 467M
F 3 467 62889836.5 467F
F 3 467 114436615 467F
F 3 467 197720284.5 467F
M 3 467 58475579.5 467M
M 3 467 123872923 467M
M 3 467 154314056.5 467M
M 3 467 189651116 467M
F 4 467 84217573 467F
M 4 467 23197327 467M
M 4 467 78094884 467M
M 4 467 172945815.5 467M
F 5 467 4615039.5 467F
F 5 467 9274609.5 467F
F 5 467 180408556.5 467F
M 5 467 64618680.5 467M
M 5 467 116079836 467M
M 5 467 159858691 467M
F 6 467 25436769 467F
F 6 467 100814826.5 467F
M 6 467 92467908.5 467M
F 7 467 13952818.5 467F
F 7 467 90667000.5 467F
M 7 467 11624758.5 467M
M 7 467 30918369 467M
M 7 467 112465718 467M
M 7 467 148753383 467M
F 8 467 6660613 467F
F 8 467 72622151.5 467F
F 8 467 134398456.5 467F
M 8 467 126822114.5 467M
F 9 467 8235275.5 467F
M 9 467 25650740.5 467M
M 9 467 134378907.5 467M
F 10 467 3280960.5 467F
F 10 467 84236721.5 467F
F 10 467 130647173 467F
M 10 467 52824175.5 467M
M 10 467 112927264 467M
M 10 467 126192858 467M
F 11 467 16774605 467F
F 11 467 94112940.5 467F
F 11 467 122099661.5 467F
M 11 467 11283478 467M
M 11 467 42221917 467M
M 11 467 118139694.5 467M
M 12 467 30247492.5 467M
M 12 467 60750191 467M
F 13 467 35435662.5 467F
M 13 467 23360543.5 467M
M 13 467 46885380.5 467M
M 13 467 70273066 467M
M 13 467 100359950.5 467M
F 14 467 26476690 467F
F 14 467 91288393.5 467F
M 14 467 24449246 467M
F 15 467 67758259 467F
M 15 467 22690416.5 467M
M 15 467 57712800 467M
M 15 467 90721244 467M
F 16 467 86929812.5 467F
M 16 467 19165788 467M
F 17 467 72511033.5 467F
M 17 467 24233421 467M
M 17 467 67967293 467M
F 18 467 1565499 467F
F 18 467 73116073 467F
M 18 467 2186435 467M
M 19 467 14577398 467M
F 20 467 52880116 467F
M 20 467 52096945 467M
F 21 467 40340884.5 467F
M 21 467 35898395.5 467M
F 22 467 25144595 467F
M 22 467 16114062.5 467M
M 22 467 35697315.5 467M
F 1 468 13658955.5 468F
F 1 468 110716423 468F
F 1 468 173891997 468F
F 1 468 236915689.5 468F
F 1 468 246087025.5 468F
M 1 468 24056014.5 468M
M 2 468 30935217 468M
F 3 468 74629650.5 468F
F 3 468 144804751.5 468F
M 3 468 21559017.5 468M
M 3 468 88414100 468M
M 3 468 133953258.5 468M
M 3 468 194669947.5 468M
F 4 468 152497773.5 468F
M 4 468 41152555.5 468M
M 4 468 101401344 468M
M 4 468 147569958.5 468M
M 4 468 186657335.5 468M
F 5 468 4531531.5 468F
F 5 468 172975563 468F
M 5 468 34197107 468M
F 6 468 6785809 468F
F 6 468 169208115.5 468F
M 6 468 5913711 468M
M 6 468 166498659.5 468M
F 7 468 2984107.5 468F
M 7 468 45183906 468M
M 7 468 78815093 468M
M 7 468 137866691 468M
F 8 468 139290170 468F
M 8 468 106141680.5 468M
M 8 468 136371430 468M
F 9 468 19840572.5 468F
M 9 468 102833807 468M
F 10 468 78391726 468F
F 10 468 131430139.5 468F
M 10 468 89847218 468M
F 11 468 34193661 468F
M 11 468 17567944.5 468M
F 12 468 114045072 468F
M 12 468 32347933.5 468M
M 12 468 66309500.5 468M
M 12 468 126306084 468M
M 13 468 30276721.5 468M
M 13 468 97572834 468M
F 14 468 25985408.5 468F
F 14 468 91102729 468F
M 16 468 5790565.5 468M
M 16 468 86272262 468M
F 17 468 65463644.5 468F
M 17 468 32351124 468M
M 17 468 73111222 468M
F 18 468 60773092 468F
M 18 468 25459447.5 468M
M 19 468 13787844 468M
M 19 468 53170336.5 468M
F 20 468 18812733 468F
M 20 468 5594862.5 468M
F 21 468 29806507.5 468F
M 21 468 14679335.5 468M
F 22 468 47657089 468F
M 22 468 43374113 468M
M 1 469 39743274 469M
M 1 469 68503376 469M
M 1 469 201813531 469M
M 1 469 212892862 469M
F 2 469 2679073.5 469F
F 2 469 129625802 469F
F 2 469 221357428.5 469F
M 2 469 163664136.5 469M
M 2 469 207532416 469M
M 2 469 228525808 469M
M 2 469 231515225 469M
F 3 469 3552054 469F
M 3 469 20546305 469M
M 3 469 167828049 469M
M 3 469 189777120 469M
F 4 469 108877779.5 469F
F 4 469 152996165.5 469F
M 4 469 12721882 469M
F 5 469 3744461.5 469F
M 5 469 18301756 469M
M 5 469 37923685 469M
M 5 469 116517544 469M
M 5 469 149776887 469M
F 6 469 6128025 469F
F 6 469 20427298.5 469F
F 6 469 164562081 469F
M 6 469 10215226 469M
M 6 469 36416219 469M
M 6 469 159866887.5 469M
F 7 469 123694453.5 469F
M 7 469 30154258.5 469M
M 7 469 37912230 469M
M 7 469 137807774.5 469M
F 8 469 23596828.5 469F
F 8 469 83822651 469F
M 8 469 31226859.5 469M
F 9 469 21433492 469F
F 9 469 122544406.5 469F
M 9 469 13271080.5 469M
F 10 469 8670890 469F
F 10 469 82409623 469F
F 10 469 129658574 469F
M 10 469 22719420.5 469M
M 10 469 34386270.5 469M
M 10 469 113467856.5 469M
M 11 469 68855949.5 469M
M 11 469 113422563.5 469M
M 11 469 127634726 469M
F 12 469 65034749.5 469F
F 12 469 126941384 469F
M 12 469 29801190 469M
M 12 469 94944624 469M
F 13 469 31801376 469F
F 13 469 112769914 469F
M 13 469 42721461 469M
M 13 469 74820180 469M
M 13 469 107738420.5 469M
F 14 469 50770002 469F
F 14 469 104396416 469F
M 14 469 64023037 469M
M 14 469 88677474.5 469M
F 15 469 95939045.5 469F
M 15 469 58785479 469M
M 16 469 24049927 469M
F 17 469 34350815.5 469F
F 17 469 75841858 469F
M 17 469 67864155 469M
F 18 469 64953520.5 469F
F 19 469 2183123 469F
F 19 469 56297388 469F
F 20 469 827775 469F
M 20 469 8498447.5 469M
M 20 469 40816090 469M
F 21 469 43457477.5 469F
M 21 469 16463617 469M
M 21 469 41417961 469M
F 22 469 47119384 469F
M 22 469 24086914.5 469M
M 22 469 31148455.5 469M
F 1 470 84755279.5 470F
F 1 470 180669691 470F
F 1 470 244920782.5 470F
M 1 470 7209621.5 470M
M 1 470 152980078.5 470M
M 1 470 243913580 470M
F 2 470 136791477.5 470F
M 2 470 12033973.5 470M
M 2 470 48738629.5 470M
F 3 470 8620281.5 470F
F 3 470 141980444 470F
F 3 470 198265240 470F
M 3 470 146474477 470M
F 4 470 145249744 470F
M 4 470 16826909 470M
M 4 470 115094756.5 470M
F 5 470 11505562 470F
F 5 470 83634304.5 470F
M 5 470 8115958.5 470M
M 5 470 37946193.5 470M
F 6 470 71287589.5 470F
M 6 470 3671811.5 470M
M 6 470 44719130.5 470M
M 6 470 100524300 470M
M 6 470 152675518.5 470M
F 7 470 130984546 470F
M 7 470 105865975.5 470M
F 8 470 1761456 470F
M 8 470 72744505.5 470M
M 8 470 127650943 470M
M 8 470 142985344.5 470M
F 9 470 17523853 470F
F 9 470 117447501.5 470F
F 10 470 2783458.5 470F
F 10 470 127372403 470F
M 10 470 37571851 470M
M 10 470 117873219 470M
F 11 470 4927743 470F
F 11 470 119074229 470F
F 12 470 129719269.5 470F
M 12 470 19979714.5 470M
M 12 470 29779370.5 470M
M 12 470 129570292 470M
F 13 470 29755254 470F
M 13 470 27517304 470M
M 13 470 73921587 470M
F 14 470 98882482.5 470F
M 14 470 19964495 470M
M 14 470 20759525 470M
M 14 470 62283628.5 470M
M 14 470 99199430 470M
F 15 470 24140762 470F
F 15 470 99731600.5 470F
M 16 470 25874738 470M
F 17 470 73736332.5 470F
F 18 470 51287175 470F
F 19 470 51501088 470F
M 19 470 61842773 470M
F 20 470 59722272.5 470F
M 20 470 16395639 470M
M 20 470 20505334 470M
M 20 470 30740143 470M
M 20 470 57901121.5 470M
M 21 470 41918962.5 470M
F 22 470 35639114.5 470F
M 22 470 25494331.5 470M
M 22 470 35619274.5 470M
F 1 471 2879972 471F
F 1 471 70564455.5 471F
F 1 471 93802484.5 471F
M 1 471 5609337 471M
M 1 471 32007503 471M
M 1 471 69073332 471M
M 1 471 102635268.5 471M
M 1 471 157417438 471M
M 1 471 186163816.5 471M
M 1 471 225028860.5 471M
F 2 471 33488339.5 471F
F 2 471 104532037.5 471F
M 2 471 2709082.5 471M
M 2 471 40245555 471M
M 2 471 170920797.5 471M
M 2 471 236004056.5 471M
F 3 471 653614 471F
F 3 471 60430977.5 471F
M 3 471 14257908.5 471M
M 3 471 65085553 471M
M 3 471 138483609 471M
M 3 471 179209012.5 471M
F 4 471 3079799 471F
F 4 471 81409873.5 471F
F 4 471 158835356 471F
M 4 471 7584591 471M
M 4 471 111837689.5 471M
M 5 471 3379838 471M
M 5 471 52276743 471M
M 6 471 43170993 471M
M 6 471 143089633.5 471M
M 6 471 167718137 471M
F 7 471 16585376 471F
M 7 471 96741283.5 471M
M 7 471 138681647.5 471M
M 8 471 12366566 471M
F 9 471 106573760.5 471F
M 9 471 8533283 471M
M 9 471 81402437.5 471M
F 10 471 62644236.5 471F
M 10 471 7744198 471M
M 10 471 21147958 471M
M 10 471 89085100 471M
M 10 471 131007003.5 471M
F 11 471 74791865 471F
F 11 471 133813315 471F
M 11 471 19615181.5 471M
M 11 471 85890826.5 471M
M 11 471 132203773.5 471M
F 12 471 21462943 471F
F 12 471 131181428 471F
M 12 471 8630571 471M
M 12 471 69262139 471M
M 12 471 103474876.5 471M
M 12 471 127550127 471M
F 13 471 23403401.5 471F
F 13 471 97850728 471F
F 14 471 55751520 471F
M 14 471 47803134 471M
F 15 471 25194787 471F
M 15 471 85488161 471M
F 16 471 3143544.5 471F
M 16 471 5962813.5 471M
F 17 471 64240887.5 471F
M 17 471 13776514 471M
M 17 471 50231540 471M
M 17 471 71110958 471M
F 18 471 640420.5 471F
M 18 471 26689761.5 471M
F 19 471 57348357.5 471F
M 19 471 15029878.5 471M
F 20 471 13205476.5 471F
F 20 471 61576262.5 471F
M 20 471 6882736 471M
M 20 471 60347035.5 471M
F 21 471 16174293.5 471F
F 21 471 44872826 471F
M 21 471 25676599 471M
F 22 471 41821047 471F
M 22 471 33327734.5 471M
F 1 472 4054052.5 472F
F 1 472 74550257.5 472F
F 1 472 170157748.5 472F
F 1 472 215318932 472F
M 1 472 19990444.5 472M
M 1 472 38783555.5 472M
F 2 472 55232831 472F
F 2 472 145143642.5 472F
M 2 472 24226844.5 472M
M 2 472 87581021.5 472M
M 2 472 133670489.5 472M
M 2 472 171001458.5 472M
M 2 472 231471665 472M
M 3 472 27906491.5 472M
M 3 472 118830114 472M
M 3 472 196036573.5 472M
F 4 472 145055364.5 472F
M 4 472 57098574.5 472M
F 5 472 132633386 472F
F 5 472 177665804.5 472F
M 5 472 32129697.5 472M
M 5 472 77165081 472M
M 5 472 170974272 472M
F 7 472 31379066 472F
F 7 472 67133861.5 472F
F 7 472 125538831 472F
M 7 472 7576633 472M
M 7 472 29167186.5 472M
M 7 472 67281806.5 472M
M 7 472 116120785 472M
M 7 472 150620700.5 472M
F 8 472 16442112.5 472F
F 8 472 140417142.5 472F
M 8 472 19603084.5 472M
M 8 472 71152181.5 472M
M 8 472 87729800 472M
M 8 472 126292988 472M
F 9 472 3696119 472F
F 9 472 111007325 472F
M 9 472 12944433.5 472M
M 9 472 34702909.5 472M
F 10 472 3055836.5 472F
F 10 472 130685865 472F
M 10 472 125621150.5 472M
M 11 472 120005632.5 472M
F 12 472 3487913.5 472F
F 12 472 41897303 472F
M 12 472 4836377.5 472M
M 12 472 24252094 472M
M 13 472 103920732 472M
F 14 472 33253959 472F
M 14 472 52503544.5 472M
M 14 472 89755908 472M
F 15 472 92556784.5 472F
M 15 472 77726215 472M
F 17 472 5692866.5 472F
F 17 472 73793374 472F
F 18 472 53100771.5 472F
M 18 472 9788320 472M
F 19 472 59508105.5 472F
M 19 472 35550030.5 472M
F 20 472 4388834.5 472F
M 20 472 6803094.5 472M
M 20 472 22680238.5 472M
M 21 472 16630000 472M
M 21 472 41907412 472M
M 21 472 46796922 472M
F 22 472 18835371 472F
F 22 472 47157838.5 472F
M 22 472 17535024 472M
F 1 473 14445037 473F
F 1 473 95626935 473F
F 1 473 183009949 473F
M 1 473 7753598.5 473M
M 1 473 92456733 473M
M 1 473 143435011.5 473M
M 1 473 230278691 473M
F 2 473 3635227 473F
F 2 473 102673370.5 473F
M 2 473 107139920 473M
F 3 473 136731547 473F
M 3 473 170352854.5 473M
M 3 473 190793177 473M
F 4 473 117781383 473F
F 4 473 185805509.5 473F
M 4 473 7441487.5 473M
M 4 473 42121144 473M
M 4 473 61163985.5 473M
M 4 473 153803181 473M
F 5 473 5354375.5 473F
F 5 473 67153709.5 473F
F 5 473 167804518 473F
M 5 473 14077306.5 473M
M 5 473 86415721.5 473M
F 6 473 50596541 473F
F 6 473 105837934 473F
F 6 473 151833040 473F
M 6 473 70796397.5 473M
M 6 473 107610176.5 473M
M 6 473 151744945.5 473M
F 7 473 23938323 473F
F 7 473 101310333.5 473F
F 7 473 154154019 473F
M 7 473 72174126.5 473M
M 7 473 103688822.5 473M
M 7 473 134574764 473M
F 8 473 17458680.5 473F
F 8 473 92792801.5 473F
M 8 473 15695278 473M
M 8 473 70998046 473M
M 8 473 102170890 473M
F 9 473 20376919 473F
F 9 473 111408914 473F
F 9 473 139322750 473F
M 9 473 13972769 473M
M 10 473 7082561 473M
M 10 473 27669609.5 473M
M 10 473 61272372 473M
F 11 473 95284719 473F
F 11 473 122219531 473F
M 11 473 103394572.5 473M
M 11 473 134304669 473M
M 12 473 17353165.5 473M
M 12 473 30576537.5 473M
M 12 473 122468928 473M
M 13 473 76347091.5 473M
M 13 473 105492011 473M
F 14 473 32610146 473F
F 14 473 85135159.5 473F
F 14 473 106320220.5 473F
M 14 473 25332890 473M
M 14 473 74630448 473M
M 14 473 106242953.5 473M
F 15 473 43476625.5 473F
M 15 473 59398828.5 473M
M 15 473 80708860.5 473M
M 15 473 91414312.5 473M
F 16 473 6521388.5 473F
F 16 473 86859430 473F
M 16 473 5002541 473M
M 16 473 52975493 473M
M 16 473 80482197 473M
M 16 473 84897039.5 473M
F 17 473 1726750.5 473F
M 17 473 12839246 473M
F 18 473 833149.5 473F
F 18 473 73667717.5 473F
M 18 473 34059478 473M
M 19 473 50176096.5 473M
F 20 473 1115001 473F
F 20 473 56481192 473F
F 21 473 24882940.5 473F
F 21 473 45192603 473F
M 21 473 14837305.5 473M
F 22 473 32681166.5 473F
F 1 474 7740147.5 474F
F 1 474 58107197 474F
F 1 474 114637123.5 474F
F 1 474 164403893.5 474F
M 1 474 15442149 474M
M 1 474 78707510 474M
M 1 474 169511030 474M
F 2 474 22163598 474F
F 2 474 202065361 474F
F 2 474 236366326 474F
M 2 474 34982252 474M
M 2 474 112042484.5 474M
M 2 474 144101880.5 474M
M 2 474 174040322 474M
M 2 474 211076312 474M
F 3 474 32721432.5 474F
M 3 474 27822724 474M
M 3 474 77087922.5 474M
M 3 474 112216937 474M
M 3 474 196029309 474M
F 4 474 13790730 474F
F 4 474 140983602.5 474F
F 5 474 2469657 474F
F 5 474 94163696.5 474F
M 5 474 78724741.5 474M
M 5 474 109328798 474M
M 5 474 154785437 474M
M 6 474 52679255 474M
M 6 474 99958268 474M
F 7 474 151650476.5 474F
M 7 474 42471550.5 474M
M 7 474 97032704 474M
M 7 474 128295063.5 474M
F 8 474 8715781 474F
F 8 474 97833102.5 474F
M 8 474 10877662 474M
M 8 474 35768620.5 474M
M 8 474 62138150 474M
M 8 474 96302136 474M
M 9 474 57409511.5 474M
M 9 474 135714810.5 474M
F 10 474 53554301 474F
M 10 474 100305059 474M
M 11 474 67170302 474M
M 11 474 96555427.5 474M
F 12 474 87963178 474F
M 12 474 14824950 474M
M 12 474 81283568 474M
M 12 474 113475853 474M
F 13 474 37328276 474F
F 13 474 93576243 474F
M 13 474 28368728.5 474M
M 13 474 63687123.5 474M
F 14 474 78594816 474F
M 14 474 21049376.5 474M
M 14 474 39483065 474M
M 14 474 74866361 474M
M 14 474 99223374 474M
F 15 474 98547615.5 474F
M 15 474 59002194.5 474M
M 15 474 93659466 474M
F 16 474 6645651.5 474F
F 16 474 84802662 474F
M 16 474 22482090 474M
M 16 474 53511630 474M
M 16 474 86402901 474M
M 17 474 13637879 474M
M 17 474 75114766 474M
F 18 474 75644828.5 474F
M 18 474 20383717.5 474M
F 19 474 15588340.5 474F
F 19 474 48580078.5 474F
M 19 474 9988156 474M
M 19 474 41219733.5 474M
F 20 474 43803743 474F
M 20 474 50038854 474M
M 21 474 41487867.5 474M
F 22 474 24702015.5 474F
M 22 474 16196575 474M
M 22 474 35902118.5 474M
F 1 475 158705070 475F
F 1 475 240231306.5 475F
M 1 475 3534231.5 475M
M 1 475 7560144 475M
M 1 475 20893377 475M
M 1 475 63258154 475M
M 1 475 159053594.5 475M
M 1 475 185998196.5 475M
M 1 475 224720178.5 475M
